N-Number,Serial Number,MFR MDL Code,Eng MFR Code,Year MFR,Type Registrant,Name,Street 1,Street2,City,State,ZIP,Region,County ,Country,Last Activity Date,Cert Issue Date,Certification Requested ,Type Aircraft,Type Engine,Status Code,Mode S Code,Fractional  Ownership,Airworthiness Date,Other Name 1,Other Name 2,Other Name 3,Other Name 4,Other Name 5,Expiration Date,Unique ID,Kit MFR Code,Kit Model,Mose S Code Hex
184DN,27111,1385101,52119,1993,NULL,"WILMINGTON TRUST CO TRUSTEE                       ","1100 N MARKET ST                 ","RODNEY SQUARE NORTH              ","WILMINGTON        ",DE,198900001,1,3,US,20151214,20041220,"1T        ",5,5,"V ",50247740," ",19930524,NULL,NULL,NULL,NULL,NULL,20190531,444292,"    ",NULL,NULL
822NW,1627,3940070,30073,2015,NULL,"US BANK NA TRUSTEE                                ","225 ASYLUM ST FL 23              ","                                 ","HARTFORD          ",CT,61031534,E,3,US,20161114,20161114,"1T        ",5,5,"V ",52634612," ",20150528,NULL,NULL,NULL,NULL,NULL,20191130,1177081,"    ",NULL,NULL
309DN,7268,3940005,13101,2016,NULL,"WELLS FARGO BANK NORTHWEST NA TRUSTEE             ","5TH FLOOR MAC U1228-051          ","299 S MAIN ST                    ","SALT LAKE CITY    ",UT,841111919,S,35,US,20160818,20160818,"1T        ",5,5,"V ",50640431," ",20160819,NULL,NULL,NULL,NULL,NULL,20190831,1225950,"    ",NULL,NULL
244WN,34864,1384404,13044,2006,NULL,"SOUTHWEST AIRLINES CO                             ","2702 LOVE FIELD DR # HDQ-4GC     ","                                 ","DALLAS            ",TX,752351908,2,113,US,20141007,20060803,"1T        ",5,5,"V ",50440334," ",20060624,NULL,NULL,NULL,NULL,NULL,20180228,218269,"    ",NULL,NULL
114SY,17000410,3260410,30061,2014,NULL,"SKYWEST AIRLINES INC                              ","444 S RIVER RD                   ","                                 ","ST GEORGE         ",UT,847902085,S,53,US,20140703,20140703,"1T        ",5,5,"V ",50036266," ",20140704,NULL,NULL,NULL,NULL,NULL,20170731,1154560,"    ",NULL,NULL
77066,29461,1385270,30025,2002,NULL,"UNITED AIRLINES INC                               ","ATTN: TREASURER - WILLIS TOWER   ","233 S WACKER DR                  ","CHICAGO           ",IL,606067147,C,31,US,20140303,20020603,"1T        ",5,4,"V ",52466120," ",20020530,NULL,NULL,NULL,NULL,NULL,20170731,204037,"    ",NULL,NULL
558AS,35177,1384527,13046,2006,NULL,"ALASKA AIRLINES INC                               ","C/O LEGAL DEPT - SEAZL           ","19300 INTERNATIONAL BLVD         ","SEATTLE           ",WA,98188,S,33,US,20140814,20060830,"1T        ",5,5,"V ",51616464," ",20060828,NULL,NULL,NULL,NULL,NULL,20180131,207119,"    ",NULL,NULL
128AA,"U20603263                     ",2073333,17032,1976,NULL,"SUMMERLAND AIRCRAFT CORP                          ","3511 SILVERSIDE RD STE 105       ","                                 ","WILMINGTON        ",DE,198104902,1,3,US,20160519,20160519,"1N        ",4,1,"V ",50070553," ",20050819,NULL,NULL,NULL,NULL,NULL,20190531,173121,"    ",NULL,NULL
353NW,786,3930322,13802,1998,NULL,"DELTA AIR LINES INC                               ","1775 M H JACKSON SERVICE RD      ","DEPT 595 AIRCRAFT REGISTRATIONS  ","ATLANTA           ",GA,303543743,7,121,US,20160408,20091231,"1T        ",5,5,"V ",50770463," ",19980414,NULL,NULL,NULL,NULL,NULL,20190630,747081,"    ",NULL,NULL
13975,145163,3260212,3028,1999,NULL,"UNITED AIRLINES INC                               ","ATTN TREASURER WILLIS TOWER      ","233 SOUTH WACKER DR              ","CHICAGO           ",IL,60606,C,31,US,20150225,20001020,"1T        ",5,5,"V ",50120013," ",19990925,NULL,NULL,NULL,NULL,NULL,20180731,945932,"    ",NULL,NULL
855DN,31966,138488K,13053,2016,NULL,"DELTA AIR LINES INC                               ","DEPT 595 AIRCRAFT REGISTRATIONS  ","1775 M H JACKSON SERVICE RD      ","ATLANTA           ",GA,303543743,7,121,US,20160316,20160316,"1T        ",5,5,"V ",52735103," ",20160309,NULL,NULL,NULL,NULL,NULL,20190331,1200624,"    ",NULL,NULL
174SY,17000517,3260415,30061,2015,NULL,"SKYWEST AIRLINES INC                              ","444 SOUTH RIVER RD               ","                                 ","ST GEORGE         ",UT,84790,S,53,US,20151109,20151109,"1T        ",5,5,"V ",50224660," ",20151110,NULL,NULL,NULL,NULL,NULL,20181130,1194932,"    ",NULL,NULL
915DN,53395,3023690,34601,1996,NULL,"DELTA AIR LINES INC                               ","1775 M H JACKSON SERVICE RD      ","DEPT 595 AIRCRAFT REGISTRATIONS  ","ATLANTA           ",GA,30354,7,121,US,20160725,19970207,"1T        ",5,4,"V ",53124626," ",19961116,NULL,NULL,NULL,NULL,NULL,20190930,295861,"    ",NULL,NULL
773SK,10236,1390015,30052,2005,NULL,"WELLS FARGO BANK NORTHWEST NA TRUSTEE             ","299 S MAIN ST FL 5               ","MAC: U1228-51                    ","SALT LAKE CITY    ",UT,84111,S,35,US,20150130,20060728,"1T        ",5,5,"V ",52472706," ",20060111,NULL,NULL,NULL,NULL,NULL,20171031,225249,"    ",NULL,NULL
7738A,33930,1384511,13043,2006,NULL,"SOUTHWEST AIRLINES CO                             ","2702 LOVE FIELD DR # HDQ-4GC     ","                                 ","DALLAS            ",TX,752351908,2,113,US,20150727,20121003,"1T        ",5,5,"V ",52473635," ",20120912,NULL,NULL,NULL,NULL,NULL,20181031,299339,"    ",NULL,NULL
11187,14500927,3260214,54582,2005,NULL,"WELLS FARGO BANK NORTHWEST NA TRUSTEE             ",299 S MAIN ST 5TH FL MAC U1228-51,"                                 ","SALT LAKE CITY    ",UT,84111,S,35,US,20150127,20050713,"1T        ",5,5,"V ",50031572," ",20050715,NULL,NULL,NULL,NULL,NULL,20171130,188539,"    ",NULL,NULL
633AE,145148,3260212,3030,1999,NULL,"AMERICAN AIRLINES INC                             ","4333 AMON CARTER BLVD # MD5569   ","                                 ","FORT WORTH        ",TX,761552605,2,439,US,20140417,20110928,"1T        ",5,5,"V ",52044346," ",19990718,NULL,NULL,NULL,NULL,NULL,20170930,965812,"    ",NULL,NULL
829AA,"                              ","       ","     ","    ",NULL,"CANCELLED/NOT ASSIGNED                            ","                                 ","                                 ","                  ","  ","          "," ","   ","  ","        ","        ","          "," ","  ",5,52651113," ","        ",NULL,NULL,NULL,NULL,NULL,"        ","        ","    ",NULL,NULL
964DL,49983,3023688,52053,1990,NULL,"WILMINGTON TRUST CO TRUSTEE                       ","CORPORATE TRUST ADMINISTRATION   ","RODNEY SQ N 1100 N MARKET ST     ","WILMINGTON        ",DE,19890,1,3,US,20150608,20071116,"1T        ",5,5,"V ",53265530," ",19900907,NULL,NULL,NULL,NULL,NULL,20181031,814961,"    ",NULL,NULL
909EV,7658,1390008,30015,2002,NULL,"EXPRESSJET AIRLINES INC                           ","ATTN DIRECTOR-QUALITY            ","990 TOFFIE TER                   ","ATLANTA           ",GA,303541363,7,121,US,20140512,20020628,"1T        ",5,5,"V ",53110423," ",20020628,NULL,NULL,NULL,NULL,NULL,20170831,734094,"    ",NULL,NULL
7812G,32582,13844CH,13802,"    ",NULL,"AIRCRAFT MSN 32582 STATUTORY TRUST                ","MAC U1228-51                     ","299 S MAIN ST FL 5               ","SALT LAKE CITY    ",UT,841112689,S,35,US,20160127,20130404,"1T        ",5,5,"V ",52513342," ",20011129,NULL,NULL,NULL,NULL,NULL,20190430,423967,"    ",NULL,NULL
724AA,"BB-1632                       ",7150006,52032,1998,NULL,"SUPERIOR PERFORMERS INC                           ","1214 TURRENTINE ST               ","                                 ","BURLINGTON        ",NC,272156836,1,1,US,20160125,20151205,"1N        ",5,2,"V ",52331151," ",19980930,NULL,NULL,NULL,NULL,NULL,20181231,93746,"    ",NULL,NULL
885AA,16,7021804,17042,2001,NULL,"SOLOMON MARK TRUSTEE                              ","900 S FEDERAL HWY STE 300        ","                                 ","FORT LAUDERDALE   ",FL,333161223,7,11,US,20151209,20091119,"1N        ",4,1,"V ",53030151," ",20010406,NULL,NULL,NULL,NULL,NULL,20190131,853784,"    ",NULL,NULL
635VA,3398,3940006,13010,2008,NULL,"WELLS FARGO BANK NORTHWEST NA TRUSTEE             ","299 S MAIN STREET 5TH FL         ","MAC 1228-051                     ","SALT LAKE CITY    ",UT,84111,S,35,US,20160804,20160804,"1T        ",5,5,"V ",52051053," ",20080220,NULL,NULL,NULL,NULL,NULL,20190831,470219,"    ",NULL,NULL
739GB,29275,1384404,13802,1998,NULL,"SOUTHWEST AIRLINES CO                             ","2702 LOVE FIELD DR # HDQ-4GC     ","                                 ","DALLAS            ",TX,752351908,2,113,US,20160305,19990126,"1T        ",5,5,"V ",52366422," ",19981111,NULL,NULL,NULL,NULL,NULL,20190630,246921,"    ",NULL,NULL
186PQ,15186,1390016,30050,2008,NULL,"DELTA AIRLINES INC                                ","DEPT 595 AIRCRAFT REGISTRATIONS  ","1775 M H JACKSON SERVICE RD      ","ATLANTA           ",GA,303543743,7,121,US,20161026,20140115,"1T        ",5,5,"V ",50254112," ",20080724,NULL,NULL,NULL,NULL,NULL,20200131,1012066,"    ",NULL,NULL
621JB,2491,3940004,34601,2005,NULL,"JETBLUE AIRWAYS                                   ","27-01 QUEENS PLAZA NORTH         ","                                 ","LONG ISLAND CITY  ",NY,111014020,1,81,US,20140812,20050721,"1A        ",5,5,"V ",52015276," ",20050722,NULL,NULL,NULL,NULL,NULL,20171231,190829,"    ",NULL,NULL
14188,14500929,3260214,54582,2005,NULL,"WELLS FARGO BANK NORTHWEST NA TRUSTEE             ","MAC U1228-51                     ","299 S MAIN ST FL 5               ","SALT LAKE CITY    ",UT,841112689,S,35,US,20150129,20050720,"1T        ",5,5,"V ",50124770," ",20050721,NULL,NULL,NULL,NULL,NULL,20171130,190049,"    ",NULL,NULL
500WR,36898,138440A,13078,2014,NULL,"SOUTHWEST AIRLINES CO                             ","2702 LOVE FIELD DR # HDQ-4GC     ","                                 ","DALLAS            ",TX,752351908,2,113,US,20140710,20140709,"1T        ",5,5,"V ",51435764," ",20140619,NULL,NULL,NULL,NULL,NULL,20170731,1134711,"    ",NULL,NULL
357NW,830,3930322,13802,1998,NULL,"DELTA AIR LINES INC                               ","1775 M H JACKSON SERVICE RD      ","DEPT 595 AIRCRAFT REGISTRATIONS  ","ATLANTA           ",GA,303543743,7,121,US,20160408,20091231,"1T        ",5,5,"V ",51000017," ",19980702,NULL,NULL,NULL,NULL,NULL,20190630,747261,"    ",NULL,NULL
545US,26492,1384970,52117,1996,NULL,"DELTA AIR LINES INC                               ","1775 M H JACKSON SERVICE RD      ","DEPT 595 AIRCRAFT REGISTRATIONS  ","ATLANTA           ",GA,303543743,7,121,US,20160408,20091231,"1T        ",5,4,"V ",51566122," ",19960620,NULL,NULL,NULL,NULL,NULL,20190630,515621,"    ",NULL,NULL
17146,145746,3260214,3028,2003,NULL,"WELLS FARGO BANK NORTHWEST NA TRUSTEE             ","MAC U1228-51                     ","299 S MAIN ST FL 5               ","SALT LAKE CITY    ",UT,841112689,S,35,US,20150129,20030825,"1T        ",5,5,"V ",50217747," ",20030827,NULL,NULL,NULL,NULL,NULL,20180131,63039,"    ",NULL,NULL
703SW,27837,1384404,30016,1997,NULL,"SOUTHWEST AIRLINES CO                             ","2702 LOVE FIELD DR # HDQ-4GC     ","                                 ","DALLAS            ",TX,752351908,2,113,US,20160830,19980304,"1T        ",5,5,"V ",52260530," ",19971230,NULL,NULL,NULL,NULL,NULL,20191231,76171,"    ",NULL,NULL
708SW,27842,1384404,13059,1998,NULL,"SOUTHWEST AIRLINES CO                             ","2702 LOVE FIELD DRIVE # HDQ 4GC  ","                                 ","DALLAS            ",TX,752351908,2,113,US,20160526,19990204,"1T        ",5,5,"V ",52271753," ",20091209,NULL,NULL,NULL,NULL,NULL,20190930,116171,"    ",NULL,NULL
343NB,1752,3940002,13802,2002,NULL,"DELTA AIR LINES INC                               ","1775 M H JACKSON SERVICE RD      ","DEPT 595 AIRCRAFT REGISTRATIONS  ","ATLANTA           ",GA,303543743,7,121,US,20160408,20091231,"1T        ",5,5,"V ",50744641," ",20020717,NULL,NULL,NULL,NULL,NULL,20190630,587341,"    ",NULL,NULL
912DN,53392,3023690,34601,1996,NULL,"DELTA AIR LINES INC                               ","1775 M H JACKSON SERVICE RD      ","DEPT 595                         ","ATLANTA           ",GA,303543743,7,121,US,20140820,19960726,"1T        ",5,4,"V ",53117161," ",19960419,NULL,NULL,NULL,NULL,NULL,20171231,265861,"    ",NULL,NULL
588UA,26717,1384956,52121,1993,NULL,"UNITED AIRLINES INC                               ","ATTN: TREASURER WILLIS TOWER     ","233 S WACKER DR                  ","CHICAGO           ",IL,606067147,C,31,US,20151209,20130401,"1T        ",5,4,"V ",51712543," ",19930816,NULL,NULL,NULL,NULL,NULL,20190430,474072,"    ",NULL,NULL
779CA,7306,1390008,30015,1999,NULL,"SKYWEST AIRLINES INC                              ","444 S RIVER RD                   ","                                 ","ST GEORGE         ",UT,847902085,S,53,US,20160331,20160331,"1T        ",5,5,"V ",52505251," ",19990428,NULL,NULL,NULL,NULL,NULL,20190331,233817,"    ",NULL,NULL
8633A,36905,138440A,13078,2014,NULL,"SOUTHWEST AIRLINES CO                             ","2702 LOVE FIELD DR # HDQ-4GC     ","                                 ","DALLAS            ",TX,752351908,2,113,US,20140626,20140626,"1T        ",5,5,"V ",52756276," ",20140602,NULL,NULL,NULL,NULL,NULL,20170630,1134706,"    ",NULL,NULL
962JB,18282149,2072703,41808,2009,NULL,"NATIONAL AIRCRAFT LEASING CORP                    ","4001 KENNETT PIKE # 605          ","                                 ","GREENVILLE        ",DE,198072315,1,3,US,20160204,20091217,"1N        ",4,1,"V ",53262136," ",20090128,NULL,NULL,NULL,NULL,NULL,20190228,1023901,"    ",NULL,NULL
654SW,28399,138447K,13802,1997,NULL,"SOUTHWEST AIRLINES CO                             ","2702 LOVE FIELD DR HDQ-4GC       ","                                 ","DALLAS            ",TX,752351611,2,113,US,20150408,19971030,"1T        ",5,5,"V ",52116473," ",19970813,NULL,NULL,NULL,NULL,NULL,20180831,696231,"    ",NULL,NULL
687JS,14500846,3260212,54582,2004,NULL,"AMERICAN AIRLINES INC                             ","4333 AMON CARTER BLVD # 5569     ","                                 ","FORT WORTH        ",TX,761552605,2,439,US,20140603,20111004,"1T        ",5,5,"V ",52217021," ",20040917,NULL,NULL,NULL,NULL,NULL,20171031,131089,"    ",NULL,NULL
495UA,1842,3940004,34601,2002,NULL,"UNITED AIRLINES INC                               ","ATTN TREASURER WILLIS TOWER      ","233 S WACKER DR                  ","CHICAGO           ",IL,606067147,C,31,US,20151209,20130401,"1T        ",5,5,"V ",51422156," ",20021008,NULL,NULL,NULL,NULL,NULL,20190430,4659,"    ",NULL,NULL
494UA,1840,3940004,34601,2002,NULL,"UNITED AIRLINES INC                               ","ATTN: TREASURER WILLIS TOWER     ","233 S WACKER DR                  ","CHICAGO           ",IL,606067147,C,31,US,20151209,20130401,"1T        ",5,5,"V ",51420267," ",20020927,NULL,NULL,NULL,NULL,NULL,20190430,4929,"    ",NULL,NULL
983SW,7961,1390008,30015,2004,NULL,"WELLS FARGO BANK NORTHWEST NA TRUSTEE             ","MAC U1228-51                     ","299 S MAIN ST FL 5               ","SALT LAKE CITY    ",UT,841112689,S,35,US,20150130,20050928,"1T        ",5,5,"V ",53333756," ",20040812,NULL,NULL,NULL,NULL,NULL,20180430,121869,"    ",NULL,NULL
391SW,27378,138447K,13802,1994,NULL,"SOUTHWEST AIRLINES CO                             ","2702 LOVE FIELD DR # HDQ-4GC     ","                                 ","DALLAS            ",TX,752351908,2,113,US,20150202,19940909,"1T        ",5,5,"V ",51104045," ",19940901,NULL,NULL,NULL,NULL,NULL,20180531,504952,"    ",NULL,NULL
936AA,"                              ","       ","     ","    ",NULL,"CANCELLED/NOT ASSIGNED                            ","                                 ","                                 ","                  ","  ","          "," ","   ","  ","        ","        ","          "," ","  ",5,53175764," ","        ",NULL,NULL,NULL,NULL,NULL,"        ","        ","    ",NULL,NULL
12125,28967,1384958,54555,1998,NULL,"WELLS FARGO BANK NORTHWEST NA TRUSTEE             ","MAC U-1228-51                    ","299 S MAIN ST FL 5               ","SALT LAKE CITY    ",UT,841112689,S,35,US,20160510,19980202,"1T        ",5,4,"V ",50055045," ",19980130,NULL,NULL,NULL,NULL,NULL,20190930,126971,"    ",NULL,NULL
718EV,10095,1390015,30015,2003,NULL,"EXPRESSJET AIRLINES INC                           ","ATTN DIRECTOR - QUALITY          ","990 TOFFIE TER                   ","ATLANTA           ",GA,303541363,7,121,US,20140114,20030509,"1T        ",5,5,25,52315075," ",20030509,NULL,NULL,NULL,NULL,NULL,20170531,46419,"    ",NULL,NULL
509JB,1270,3930326,34601,2000,NULL,"JETBLUE AIRWAYS CORP                              ","27-01 QUEENS PLAZA NORTH         ","                                 ","LONG ISLAND CITY  ",NY,111014020,1,81,US,20140812,20000727,"1T        ",5,5,"V ",51456051," ",20000905,NULL,NULL,NULL,NULL,NULL,20171231,975910,"    ",NULL,NULL
832UA,1321,3930317,34601,2000,NULL,"UNITED AIRLINES INC                               ","ATTN: TREASURER WILLIS TOWER     ","233 S WACKER DR                  ","CHICAGO           ",IL,606067147,C,31,US,20151211,20130401,"1T        ",5,4,"V ",52660613," ",20001016,NULL,NULL,NULL,NULL,NULL,20190430,593635,"    ",NULL,NULL
14106,27296,1384958,54555,1994,NULL,"UNITED AIRLINES INC                               ","233 S WACKER DR                  ","                                 ","CHICAGO           ",IL,606067147,C,31,US,20160629,20160629,"1T        ",5,4,"V ",50124336," ",19940922,NULL,NULL,NULL,NULL,NULL,20190630,594702,"    ",NULL,NULL
854UA,1731,3940001,34601,2002,NULL,"WELLS FARGO BANK NORTHWEST NA TRUSTEE             ","MAC U1228-51                     ","299 S MAIN ST FL 5               ","SALT LAKE CITY    ",UT,841112689,S,35,US,20150130,20020909,"1T        ",5,4,"V ",52733767," ",20020626,NULL,NULL,NULL,NULL,NULL,20180531,537291,"    ",NULL,NULL
183JB,19000007,3260408,99999,2005,NULL,"WELLS FARGO BANK NORTHWEST NA TRUSTEE             ","MAC: U1228-51                    ","299 S MAIN ST FL 5               ","SALT LAKE CITY    ",UT,841112689,S,35,US,20150202,20050913,"1T        ",5,5,"V ",50246233," ",20050914,NULL,NULL,NULL,NULL,NULL,20180430,202259,"    ",NULL,NULL
